# Document parsed from: List_of_Business_Partners.xlsx

## Page 1

|#|BP Code|DSL Code|Old SAP Code|Group|District|BP Name|Tem Suspended|BP Type|Contact Person|Other Name|Price List|Route Code|Town|Adress|Federal Tax ID|
|518|ELCA10518|MLM018|MLM018|100|Matale|CTB MATALE DEPOT|Y|C|||Wholesale Price||Matale||409006671-7000|
|519|ELCA10519|MLM002|MLM023|100|Matale|PRIYANTHI GROUP (PVT) LTD|N|C|MR.RANATHUNGA||Wholesale Price||Matale|||
|520|ELCA10520|MLM007|MLM028|100|Matale|ZZREGAL MOTORS|Y|C|MR.RIYAS||Wholesale Price||Matale|||
|521|ELCA10521|MLM031|MLM031|100|Matale|VICTORIA MOTORS|Y|C|MR. A.P. KUMARA ALUTHGE||Wholesale Price||Matale|||
|522|ELCA10522|MLM032|MLM032|100|Matale|SRINATH MORORS|Y|C|MR. GAMINI SRINATH||Wholesale Price||Matale|||
|523|ELCA10523|MLM033|MLM038|100|Matale|S.L.T.B MATALE DEPOT|N|C|||Wholesale Price||Matale||409006671-7000|
|524|ELCA10524|MLP002|MLP002|100|Matale|MANJULA AUTO PARTS|Y|C|MLP002||Wholesale Price||MATALE|||
|525|ELCA10525|MTT005|MLT002|100|Matale|CITY AUTO MOBILES|Y|C|MR. INDIKA||Wholesale Price||Thalakiriyagama|||
|526|ELCA10526|MLW001|MLW001|100|Matale|RAJAPAKSHA SERVICE CENTER|N|C|MR.W\.U.G..D.RAJAPAKSHA||Wholesale Price||Wilgamuwa|||
|527|ELCA10527|MNM004|MNM004|100|Mannar|MANNAR MOTOR STORES|N|C|MR.FARIZ||Wholesale Price||Mannar|||
|528|ELCA10528|MNM006|MNM006|100|Mannar|CTB MANNAR DEPOT|N|C|||Wholesale Price||Mannar||409006671-7000|
|529|ELCA10529|MNM009|MNM009|100||K.DONESAN & BROS|N|C|MR. K. JAYASEELAN||Wholesale Price|||||
|530|ELCA10530|MNM010|MNM010|100|Mannar|S.L.T.B MANNAR DEPOT|N|C|||Wholesale Price||Mannar||409006671-7000|
|531|ELCA10531|MTA002|MTA002|100|Matara|CTB AKURESSA DEPOT|Y|C|||Wholesale Price||Akuressa||409006671-7000|
|532|ELCA10532|MTA004|MTA009|100|Matara|WEHERAGODA MOTOR HOUSE|N|C|MR.WEHERAGODA||Wholesale Price||Akuressa|||
|533|ELCA10533|MTA001|MTA012|100|Matara|GAMAGE MOTOR STORES|N|C|D.G.S.WASANTHA||Wholesale Price||Akuressa||409251870-7000|
|534|ELCA10534|HBA002|MTA013|100|Hambantota|RUHUNU MOTOR STORS|Y|C|||Wholesale Price||Ambalanthota|||
|535|ELCA10535|MTA007|MTA017|100|Matara|ISURU MOTORS|Y|C|MR.S.M.P INDU||Wholesale Price||Akuressa|||
|536|ELCA10536|MTA008|MTA018|100||C.K.MOTORS|Y|C|MR.E RANAWEERA||Wholesale Price|||||
|537|ELCA10537|MTA010|MTA024|100|Matara|NEW SUHADA MOTORS|N|C|MR. A.P. HETTIARACHCHI||Wholesale Price||Akuressa||103582369-7000|
|538|ELCA10538|MTD001|MTD003|100|Matara|NITTO MOTORS.|N|C|||Wholesale Price||Dickwella|||
|539|ELCA10539|MTH001|MTH001|100|Matara|CTB HAKMANA DEPOT|N|C|||Wholesale Price||Hakmana||409006671-7000|
|540|ELCA10540|MTK013|MTK0008|100|Matara|JAYASANKA OIL STORES|N|C|||Wholesale Price||Kottagoda|||
|541|ELCA10541|MTK008|MTK008|100|Matara|KAMBURUPITIYA AUTO SER.PVT ltd|N|C|MR. HARISH KANDAMBEA||Wholesale Price||Kamburupitiya|||
|542|ELCA10542|MTK011|MTK018|100|Matara|AYESHA MOTORS & ENTERPRISES|N|C|MR.THUSHANTHA WICKRAMANAYAKA||Wholesale Price||Kamburupitiya|||
|543|ELCA10543|MTM048|MTM0082|100|Matara|ON TEK MOTORS|N|C|MR.H.W\.A MAHESH||Wholesale Price||Matara|||
|544|ELCA10544|MTM007|MTM017|100|Matara|SUHADA MOTORS.|Y|C|MR.THISSA||Wholesale Price||Matara|||
|545|ELCA10545|MTM024|MTM024|100|Matara|CTB MATARA DEPOT|N|C|||Wholesale Price||Matara||409006671-7000|
|546|ELCA10546|MTM002|MTM025|100|Matara|PARASATHU MOTOR STORES|N|C|M.A.AJITH||Wholesale Price||Matara|||
|547|ELCA10547|MTM005|MTM028|100|Matara|MATARA MOTORS.|Y|C|MR.PRIYANTHA||Wholesale Price||Matara|||
|548|ELCA10548|MTM029|MTM029|100|Matara|D.M. MOTOR HOUSE|N|C|MR. DIMANTHI AMARATUNGA||Wholesale Price||Matara|||
|549|ELCA10549|MTM036|MTM036|100|Matara|PATHINAYAKE MOTORS|N|C|||Wholesale Price||Matara|||
|550|ELCA10550|MTM019|MTM041|100|Matara|QUICKSON MOTORS|Y|C|MR.H.A.S.P.JAYARATHNA||Wholesale Price||Matara|||
|551|ELCA10551|MTM042|MTM042|100|Matara|DAHAMCO MOTORS (PVT) LTD|N|C|||Wholesale Price||Matara|||
|552|ELCA10552|MTM046|MTM046|100|Matara|S.L.T.B REGIONAL OFFICE-RUHUNA|N|C|MR.GAYAN||Wholesale Price||Matara||409006671-7000|
|553|ELCA10553|MTM018|MTM048|100|Matara|UDAYA MOTORS|Y|C|MR.U.N.A.WICKRAMASINGHE||Wholesale Price||Matara|||
|554|ELCA10554|MTM020|MTM049|100|Matara|S.E.AUTO PARTS|Y|C|MR.B.G.S.THAMASARA||Wholesale Price||Matara|||
|555|ELCA10555|MTM031|MTM074|100|Matara|LUCKMO SERVICE STATION PVT ltd|Y|C|MR. KAMAL JAYAWARDENA||Wholesale Price||Morawaka|||
|556|ELCA10556|MTP003|MTP006|100|Matara|ANJULA MOTORS|Y|C|MR. ANIL JAYAWICKRAMA||Wholesale Price||Palatuwa|||
|557|ELCA10557|MTW008|MTW019|100|Matara|DINU MOTORS|Y|C|MR. VIJITHA KUMARA||Wholesale Price||Waralla|||
|558|ELCA10558|MUM001|MUM001|100|Matara|S.L.T.B MULLAITIVU DEPOT|N|C|||Wholesale Price||||409006671-7000|
|559|ELCA10559|BDB045|NEB009|100|Badulla|T.R ENGINEERING COMPANY|N|C|||Wholesale Price||Bandarawela|||
|560|ELCA10560|NEB007|NEB014|100|Badulla|HERO MOTORS.|N|C|MR.JAYARATHNAM||Wholesale Price||Bandarawela|||
|561|ELCA10561|NEH003|NEH0009|100|Nuwaraeliya|NEW UP COUNTRY MOTORS.|N|C|NEH0009||Wholesale Price||Hatton|||
|562|ELCA10562|NEH007|NEH008|100|Nuwaraeliya|KANDY MOTOR SPARES|N|C|||Wholesale Price||Hatton|||
|563|ELCA10563|NEH009|NEH009|100|Nuwaraeliya|CTB HANGURANKETHA DEPOT|N|C|MR.CHAMINDA||Wholesale Price||Hanguranketha||409006671-7000|
|564|ELCA10564|NEH010|NEH010|100|Nuwaraeliya|CTB HATTON DEPOT|Y|C|||Wholesale Price||Hatton||409006671-7000|
|565|ELCA10565|NEH014|NEH014|100|Nuwaraeliya|S.L.T.B HATTON DEPOT|N|C|||Wholesale Price||Hatton||409006671-7000|
|566|ELCA10566|NEH015|NEH015|100|Nuwaraeliya|S.L.T.B HANGURANKETA DEPOT|N|C|||Wholesale Price||Hanguranketha||409006671-7000|
|567|ELCA10567|NEK002|NEK002|100|Nuwaraeliya|CTB KOTMALE DEPOT|N|C|||Wholesale Price||Kothmale||409006671-7000|
|568|ELCA10568|NEK003|NEK003|100|Nuwaraeliya|S.L.T.B KOTMALE DEPOT|N|C|||Wholesale Price||Kothmale||409006671-7000|
|569|ELCA10569|NEN002|NEN005|100|Badulla|SAMARU MOTORS ENTERPRISE|N|C|G.H.VIMALADASA.||Wholesale Price||Welimada|||
|570|ELCA10570|NEN013|NEN008|100|Nuwaraeliya|NUWARA ELIYA MOTORS.|Y|C|||Wholesale Price||Nuwara Eliya|||
|571|ELCA10571|NEN001|NEN011|100|Kandy|UP COUNTRY MOTORS|N|C|MR.NALAKA||Wholesale Price||Nawalapitiya|||
|572|ELCA10572|NEN019|NEN019|100|Nuwaraeliya|SAMARASINGHA BRAKE LINER HOUSE|N|C|MR. S.A.M.N.P. KUMAR||Wholesale Price||Nuwara Eliya|||
|573|ELCA10573|NEN022|NEN022|100|Nuwaraeliya|CTB Regional Office|N|C|||Wholesale Price||Nuwara Eliya||409006671-7000|
|574|ELCA10574|NEN025|NEN025|100|Nuwaraeliya|GUNADASA AND COMPANY|N|C|MR.ASANGA||Wholesale Price||Nuwara Eliya|||
|575|ELCA10575|NEN024|NEN034|100|Nuwaraeliya|S.L.T.B NUWARAELIYA DEPOT|N|C|||Wholesale Price||Nuwara Eliya||409006671-7000|
|576|ELCA10576|NER002|NER0005|100|Nuwaraeliya|SRI LAND AUTO HOUSE.|Y|C|MR.MAHESH||Wholesale Price||Rikillagaskada|||
|577|ELCA10577|KDD002|NER002|100|Nuwaraeliya|BUDDHIKA TYRE HOUSE|N|C|RUWANTHI||Wholesale Price||Rikillagaskada|||
|578|ELCA10578|NET002|NET002|100|Nuwaraeliya|SAMEERA MOTORS|N|C|MR. K. BANDULA||Wholesale Price||Thalawakele|||
|579|ELCA10579|NEW005|NEW005|100|Nuwaraeliya|CTB WALAPANE DEPOT|N|C|||Wholesale Price||Walapane||409006671-7000|
|580|ELCA10580|BDW003|NEW006|100|Badulla|NUGATHALAWA SERVICE STATION|N|C|||Wholesale Price||Welimada|||
|581|ELCA10581|NEW007|NEW007|100||S.L.T.B WALAPANE DEPOT|N|C|MR. K. BANDULA||Wholesale Price||||409006671-7000|
|582|ELCA10582|NEW006|NEW013|100|Badulla|NEW FAIDA MOTORS|N|C|C.B.M.FISOR||Wholesale Price||Welimada|||
|583|ELCA10583|PNH001|PNH006|100|Polonnaruwa|JAYALATH MOTOR STRS.|Y|C|W\.J.D.FERNANDO||Wholesale Price||Higurakgoda|||
|584|ELCA10584|PNH009|PNH009|100|Polonnaruwa|L & L MOTOR SPARES|N|C|MR. SELVIN BULATHSINGHALA||Wholesale Price||Higurakgoda|||
|585|ELCA10585|PNH007|PNH016|100|Polonnaruwa|PIUMI MOTOR HOUSE|N|C|C.M.D.K.CHANDRASEKARA.||Wholesale Price||Higurakgoda|||
|586|ELCA10586|PNH013|PNH027|100|Polonnaruwa|SITHMINI MOTORS|N|C|MR.SAMANTHA||Wholesale Price||Higurakgoda|||
|587|ELCA10587|PNK008|PNK0008|100|Polonnaruwa|MAHANUWARA MOTORS|N|C|MR. JANAKA GAMLATH||Wholesale Price|||||
|588|ELCA10588|PNK007|PNK007|100|Polonnaruwa|LATIFF CORPORATIONS|Y|C|MR. S.A.A. LATIFF||Wholesale Price|||||
|589|ELCA10589|PNK001|PNK012|100|Polonnaruwa|LAKNA TRACTORS & MOTOR STORES|Y|C|MR. LALITH||Wholesale Price|||||
|590|ELCA10590|PNK019|PNK019|100|Polonnaruwa|SACHINI TRADE CENTER|N|C|MR.SENAVIRATHNA||Wholesale Price|||||
|591|ELCA10591|PNM008|PNM023|100|Polonnaruwa|BORALESSA MOTORS|N|C|MR.DILAN BORALESSA||Wholesale Price||Medirigiriya|||
|592|ELCA10592|PNP003|PNP003|100|Polonnaruwa|VIRASHANA MOTORS|N|C|MR.MAHINDA||Wholesale Price|||||
|593|ELCA10593|APE004|PNP005|100|Anuradhapura|GEETHANI MOTOR TRADERS|N|C|MR. AJITH KUMARA||Wholesale Price||Eppawala|||
|594|ELCA10594|PNP008|PNP008|100|Polonnaruwa|CTB POLONNARUWA DEPOT|Y|C|||Wholesale Price||||409006671-7000|
|595|ELCA10595|PNP007|PNP009|100|Anuradhapura|SUJA MOTORS|N|C|MR.JAYATISSA||Wholesale Price|||||
|596|ELCA10596|PNP011|PNP011|100|Polonnaruwa|SUTHEERA ENTERPRISES|Y|C|MR. W\.K. SUMUDU PRIYANTHA||Wholesale Price||Polonnaruwa|||
|597|ELCA10597|PNP015|PNP015|100|Polonnaruwa|S.L.T.B POLONNARUWA DEPOT|N|C|||Wholesale Price||||409006671-7000|
|598|ELCA10598|PNP017|PNP017|100|Polonnaruwa|V.N AUTO PARTS|N|C|MR.W\.A.R.S BANDARA||Wholesale Price|||||
|599|ELCA10599|PNP006|PNP022|100||HAJA MOTORS|N|C|MR.N.M.HAJAR||Wholesale Price|||||
|600|ELCA10600|PNP014|PNP033|100|Polonnaruwa|MIDLAND MOTORS|Y|C|MR.JAGATH PRIYANTHA||Wholesale Price|||||
|601|ELCA10601|APK015|PNP034|100|Anuradhapura|HIRU MOTORS|Y|C|||Wholesale Price||Kekirawa|||
|602|ELCA10602|PNP035|PNP035|100|Polonnaruwa|S.M MOTORS & CHEMICALS|Y|C|MR.MUSHARF||Wholesale Price|||||
|603|ELCA10603|PTA006|PTA006|100|Puttalam|CHANDRIKA MOTORS|Y|C|MR. A. TUDER||Wholesale Price||Anamaduwa|||
|604|ELCA10604|PTA001|PTA008|100|Puttalam|AMILA MOTORS|Y|C|MR. AMILA||Wholesale Price||Anamaduwa|||
|605|ELCA10605|PTA004|PTA010|100|Kurunegala|CHOOTY KUMARI SERVICE STATION|N|C|MR.L.SUNIL||Wholesale Price|||||
|606|ELCA10606|PTB001|PTB001|100|Puttalam|MAHINDA STORES|N|C|MR.B.M.M.SARATH BANDARA||Wholesale Price||Battulu Oya|||
|607|ELCA10607|PTC005|PTC004|100|Puttalam|SHARMILA MOTORS (PVT) LTD|Y|C|MR.R.CHANDANA||Wholesale Price||Chilaw|||
|608|ELCA10608|PTC002|PTC006|100|Puttalam|SAHAN MOTORS.|Y|C|MR.PIYASENA||Wholesale Price||Chilaw|||
|609|ELCA10609|PTC009|PTC009|100|Puttalam|NIROSHANA MOTORS|Y|C|MR. NIROSHAN||Wholesale Price||Chilaw|||
|610|ELCA10610|PTD001|PTD002|100|Puttalam|SENA MOTORS ENTERPRISES|N|C|MR.DAMMIKA||Wholesale Price|R10 - Pannala|Dankotuwa|||
|611|ELCA10611|PTD003|PTD005|100|Puttalam|KURERA MOTORS ENTERPR.(PVT)LTD|N|C|MR.KURERA||Wholesale Price|R10 - Pannala|Dankotuwa|||
|612|ELCA10612|PTH002|PTH002|100|Puttalam|S.L.T.B CHILAW DEPOT|Y|C|||Wholesale Price||Chilaw||409006671-7000|
|613|ELCA10613|PTM001|PTM010|100|Puttalam|MALLIKA MOTOR SPARES (PVT)LTD|N|C|MR.JAYANTHA||Wholesale Price||Marawila|||
|614|ELCA10614|PTM014|PTM040|100|Kurunegala|SWARNA MOTORS|Y|C|MR.W\.V SUWARNASIRIR||Wholesale Price||MADAMPE|||
|615|ELCA10615|PTN001|PTN012|100|Kurunegala|JAYASURIYA MOTOR HOUSE|N|C|MR.PATHMAJITH||Wholesale Price||Udubaddawa|||
|616|ELCA10616|PTP001|PTP006|100|Puttalam|A.M.A.MOTORS|N|C|MR.AZEEZ||Wholesale Price||Puttalam|||
|617|ELCA10617|PTP002|PTP010|100|Puttalam|AZMIA MOTORS.|Y|C|MOHOMAD RASHEED||Wholesale Price||Puttalam|||
|618|ELCA10618|PTP017|PTP013|100|Puttalam|LANKA MOTORS|N|C|MR. S.I.M. JABEER||Wholesale Price||Puttalam|||
|619|ELCA10619|PTP021|PTP021|100|Puttalam|S.L.T.B PUTTALAM DEPOT|N|C|||Wholesale Price||Puttalam||409006671-7000|
|620|ELCA10620|PTP020|PTP029|100|Puttalam|IQBAL MOTORS|N|C|MR.A.M.NISHRAZ||Wholesale Price||Puttalam|||
|621|ELCA10621|APK010|PTS002|100||KALARANI MOTORS|N|C|MR. W\.J. MILTON CROOS||Wholesale Price|||||
|622|ELCA10622|PTW001|PTW006|100|Puttalam|G.F.V.MOTORS|N|C|||Wholesale Price||Wennappuwa|||
|623|ELCA10623|PTW010|PTW010|100|Puttalam|CTB WENNAPPUWA DEPOT|N|C|||Wholesale Price||Wennappuwa||409006671-7000|
|624|ELCA10624|PTW011|PTW011|100|Puttalam|COLOMBAGE MOTORS|N|C|MR. N.M. FERNANDO COLOMBAGE||Wholesale Price||Wennappuwa|||
|625|ELCA10625|PTW012|PTW012|100|Puttalam|S.L.T.B WENNAPPUWA DEPOT|N|C|||Wholesale Price||Wennappuwa||409006671-7000|
|626|ELCA10626|RPB002|RPB0007|100|Ratnapura|LEEL MOTORS|Y|C|MR.SAMEERA||Wholesale Price||Balangoda|||
|627|ELCA10627|RPB005|RPB005|100|Ratnapura|S.L.T.B BALANGODA DEPOT|N|C|||Wholesale Price||Balangoda||409006671-7000|
|628|ELCA10628|RPB008|RPB008|100|Ratnapura|H L W ENGINEERING SERVICE|N|C|MR. H.L. GUNATHILAKA||Wholesale Price||Balangoda||481364345-7000|
|629|ELCA10629|RPB012|RPB012|100|Ratnapura|S.L.T.B BALANGODA DEPOT|N|C|||Wholesale Price||Balangoda||409006671-7000|
|630|ELCA10630|RPE003|RPE0030|100|Ratnapura|RAMASINGHE MOTORS|Y|C|A.J.RAMASINGHE||Wholesale Price||Embilipitiya|||
|631|ELCA10631|RPE034|RPE005|100|Ratnapura|NETHMI AUTO PARTS|N|C|MR.D.M.N ANANDA||Wholesale Price||Eheliyagoda|||
|632|ELCA10632|RPE037|RPE012|100|Ratnapura|SARATHCHANDRA & COMPANY (PVT)|Y|C|MR.H.G.A.P HEMACHANDRA||Wholesale Price||Embilipitiya||114222640-7000|
|633|ELCA10633|RPE001|RPE017|100|Ratnapura|INDUMINI MOTORS|N|C|P.K.HENRI||Wholesale Price||Embilipitiya|||
|634|ELCA10634|RPE024|RPE024|100|Ratnapura|CHANDIMA TRADE CENTER PVT LTD|N|C|MR. NANDASENA KODITUWAKKU||Wholesale Price||Embilipitiya|||
|635|ELCA10635|RPE026|RPE026|100|Ratnapura|KODITUWAKKU MOTORS|Y|C|||Wholesale Price||Embilipitiya|||
|636|ELCA10636|RPE029|RPE029|100|Ratnapura|ZZNEW KOTTAWATTA ENTERPRISES|Y|C|MR. N.W\.B. CHANDRASENA||Wholesale Price||Embilipitiya|||
|637|ELCA10637|RPE036|RPE036|100|Ratnapura|S.L.T.B EMBILIPITIYA DEPOT|Y|C|||Wholesale Price||Embilipitiya||409006671-7000|
|638|ELCA10638|RPE015|RPE037|100|Ratnapura|OMEGA MOTOR STORE|N|C|MR.THUSHARA||Wholesale Price||Embilipitiya|||
|639|ELCA10639|RPE038|RPE038|100|Ratnapura|ZYWEERASIRI MOTORS|Y|C|RPE038||Wholesale Price||Embilipitiya|||
|640|ELCA10640|RPE032|RPE040|100|Ratnapura|THILINA MOTORS|N|C|MR. THILINA DAKSHITHA||Wholesale Price||Embilipitiya|||
|641|ELCA10641|RPE020|RPE041|100|Ratnapura|LAKDULA MOTOR TRADERS|N|C|MR.K.PKARANAYAKA||Wholesale Price||Embilipitiya|||
|642|ELCA10642|RPE025|RPE044|100|Ratnapura|GENERAL MOTORS|N|C|MR. JAYASINGHA||Wholesale Price||Embilipitiya|||
|643|ELCA10643|RPE035|RPE050|100|Ratnapura|RATHNAWEERA SPARES CENTER|N|C|MR.R.W\.B.I RUKLANTHA||Wholesale Price||Embilipitiya|||
|644|ELCA10644|RPG002|RPG002|100|Ratnapura|CTB GODAKAWELA DEPOT|Y|C|||Wholesale Price||Godakawela||409006671-7000|
|645|ELCA10645|RPK002|RPK005|100|Ratnapura|M.N MOTORS|N|C|MR.MEWAN NANAYAKKARA||Wholesale Price||Kuruvita|||
|646|ELCA10646|RPK011|RPK011|100|Ratnapura|CTB KALAWANA DEPOT|Y|C|A.S.M.FARIS||Wholesale Price||Kalawana||409006671-7000|
|647|ELCA10647|RPK017|RPK014|100|Ratnapura|NILUKA MOTORS|N|C|MR. KUMARAGE ARIYAPALA||Wholesale Price||Kolambage Ara|||
|648|ELCA10648|RPK022|RPK022|100||SL.T.B REGIONAL OFFICE|N|C|MR. KUMARAGE ARIYAPALA||Wholesale Price|||||
|649|ELCA10649|RPK023|RPK023|100|Ratnapura|S.L.T.B KALAWANA DEPOT|N|C|||Wholesale Price||Kalawana||409006671-7000|
|650|ELCA10650|RPK024|RPK024|100|Ratnapura|D.M. MOTORS|N|C|RPK024||Wholesale Price||Kahawatta|||
|651|ELCA10651|RPN002|RPN0004|100|Ratnapura|SANATH AUTO MOTIVE|N|C|RPN0004||Wholesale Price||Nivithigala|||
|652|ELCA10652|RPR011|RPR0023|100|Ratnapura|ZZRAVINU OIL MART|Y|C|MR.W\.A.O.BUDDIKA.||Wholesale Price||Ratnapura|||
|653|ELCA10653|RPR012|RPR012|100||S.L.T.B RATHNAPURA DEPOT|N|C|M.N.M.NASRI||Wholesale Price||||409006671-7000|
|654|ELCA10654|RPR010|RPR013|100|Ratnapura|THE GEMCITY MOTORS.|N|C|MR. PRIYANTHA PERERA||Wholesale Price||Ratnapura|||
|655|ELCA10655|RPR023|RPR023|100|Ratnapura|NEW CITY MOTORS|N|C|MR.W\.A.O.BUDDIKA.||Wholesale Price||Ratnapura|||
|656|ELCA10656|RPR031|RPR031|100|Ratnapura|S.L.T.B RATHNAPURA DEPOT|N|C|MR. VINEETHA MAHIVITHANA||Wholesale Price||Ratnapura||409006671-7000|
|657|ELCA10657|RPR018|RPR032|100|Ratnapura|JANU MOTORS|Y|C|MR. S. CHANDRAMOHAN||Wholesale Price||Ratnapura|||
|658|ELCA10658|RPR033|RPR033|100|Ratnapura|DE SILVA MOTOR HOUSE|N|C|MR.D.L.I.D.S DANDENIYA||Wholesale Price||Ratnapura|||
|659|ELCA10659|RPR032|RPR035-stop sales|100|Ratnapura|SRI EURO CAR PARTS|N|C|MR.J.D EGODAWATTA||Wholesale Price||Ratnapura|||
|660|ELCA10660|TESTRT|TEST01|100||TEST CUSTOMER|Y|C|||Wholesale Price|||||
|661|ELCA10661|TRK001|TRK006|100|Trincomalee|CHANDRIKA HARDWARE.(CASH ONLY)|N|C|MR.CHAMINDA||Wholesale Price||Kantalai|||
|662|ELCA10662|TRK010|TRK010|100|Trincomalee|S.L.T.B KANTALE DEPOT|N|C|||Wholesale Price||Kantalai||409006671-7000|
|663|ELCA10663|TRK008|TRK017 Stop sales order by Malinda|100|Trincomalee|UPUL MOTORS|N|C|MR.G.U.PRIYANTHA||Wholesale Price||Trincomalee|||
|664|ELCA10664|TRK015|TRK021|100|Trincomalee|S.L.T.B KANTALE DEPOT|N|C|||Wholesale Price||Kantalai||409006671-7000|
|665|ELCA10665|TRT007|TRT007|100||MANJULA MOTORS|N|C|G.P.MANJULA PUSPAKUMARA||Wholesale Price|||||
|666|ELCA10666|TRT001|TRT015|100|Trincomalee|UJITHA MOTORS|Y|C|MR.NIMALADASA||Wholesale Price||Trincomalee|||
|667|ELCA10667|TRT027|TRT025|100|Trincomalee|HAMEED TRANSPORT (CASH ONLY)|N|C|||Wholesale Price||Trincomalee||593120988-7000|
|668|ELCA10668|VUV001|VUV006|100|Vavuniya|KUGAN MOTOR STORES|N|C|MR.SHANTHA||Wholesale Price||Vavuniya|||
|669|ELCA10669|VUV013|VUV008|100|Vavuniya|LOGI SPARE PARTS|N|C|KANDAYIYA PILLEYINAYAGAM||Wholesale Price||Vavuniya|||
|670|ELCA10670|VUV004|VUV009|100|Vavuniya|RAM MOTORS|Y|C|MR.ARAVINDA||Wholesale Price||Vavuniya|||
|671|ELCA10671|VUV014|VUV014|100|Vavuniya|S.L.T.B VAVUNIYA DEPOT|N|C|||Wholesale Price||Vavuniya||409006671-7000|
|672|ELCA10672|WHOC02|WHOC02|100|Anuradhapura|WHOLSALE CUSTOMER 02 CASH ONLY|N|C|||Wholesale Price||Anuradhapura|||
|673|ELCA10673|WHOC33|WHOC33|100|Kalutara|WHOLSALE CUSTOMER 33|Y|C|||Wholesale Price|R04 - Panadura|Panadura|||
|674|ELCA10674|WHOC34|WHOC34|100|Gampaha|WHOLSALE CUSTOMER 34|Y|C|||Wholesale Price|R07 - Kadawatha|Kadawatha|||
|675|ELCA10675|WHOC36|WHOC36|100|Kurunegala|WHOLSALE CUSTOMER 36|Y|C|||Wholesale Price||Kurunegala|||
|676|ELCA10676|WHOC37|WHOC37|100|Jaffna|WHOLSALE CUSTOMER 37|Y|C|||Wholesale Price||Jaffna|||
|677|ELCA10677|WHOSAM|WHOSAM|100||SAMPLE CUSTOMER|Y|C|||Wholesale Price|||||
|678|ELCA10678|WHOVAT|WHOVAT|100||WHOLSALE VAT CUSTOMER|Y|C|||Wholesale Price|||||
|679|ELCA10679|BTB010|BTB010|100||MAKERS|N|C|MR.K.SANJEEVAN||Wholesale Price|||||
|680|ELCA10680|KUK060|KUK060|100|Kurunegala|Mallika Motors -KU|N|C|||Wholesale Price||KURUNEGALA|||
|681|ELCA10681|KUK060|KUK152|100||SADINI MOTOR TRADERS|N|C|MR.KUMARA||Wholesale Price|||||
|682|ELCA10682|KUK068|KUK068|100|Kurunegala|SADINI MOTOR TRADERS|Y|C|KUK068||Wholesale Price||Kurunegala|||
|683|ELCA10683|KUM023|KUM0023|100|Kurunegala|ROYAL ELECTRICALS|N|C|MR.NALIN||Wholesale Price||Mawatagama|||
|684|ELCA10684|KUG002|KDK0070|100|Kurunegala|RATHNAYAKE MOTORS|Y|C|R.M.R.RATHNAYAKE||Wholesale Price||Giriulla|||
|685|ELCA10685|KGM016|KGM0016|100|Kegalle|JAYASIRI MOTORS (PVT) LTD|Y|C|MR. U.W\.C. WEERASEKARA||Wholesale Price||Mawanella||114033022-7000|
|686|ELCA10686|KUA003|KUA0007|100|Kurunegala|AUTO FAIR|N|C|MR.ATHAUDA.||Wholesale Price||Alawwa|||
|687|ELCA10687|KUK003|KUK093|100|Kurunegala|NANDA MOTOR CENTER (PVT) LTD|N|C|R.S.S.RATHNAYAKE||Wholesale Price||Kurunegala||114603643-7000|
|688|ELCA10688|KUN003|KUN0013|100|Kurunegala|WARUNAMAL MOTORS|N|C|MR.WIJEKOON||Wholesale Price||Narammala|||
|689|ELCA10689|GMK078|KUN0033|100|Gampaha|ROHANA MOTORS|N|C|MR. D.R.M SILVA||Wholesale Price|R05 - Kaduwela|Kelaniya|||
|690|ELCA10691|APK032|APK032|100||S.N.P MOTORS|N|C|||Wholesale Price|||||
|691|ELCA10692|KLW006||100|Gampaha|LAKSIRI MOTORS|N|C|||Wholesale Price|R10 - Pannala|Kotugoda|||
|692|ELCA10693|KUG017||100|Kurunegala|MAHINDA AUTOMOTIVE|N|C|||Wholesale Price||Giriulla|||
|693|ELCA10694|KUG034||100|Kurunegala|D.K MOTORS|N|C|MR.P.A.I PUSHPAKUMARA||Wholesale Price|||||
|694|ELCA10695|||100|Kalutara|GEETHANIE AUTO PARTS|Y|C|MR.THARANGA INDUNIL||Wholesale Price||||933642500-7000|
|695|ELCA10696|C10411|C10411|100|Colombo|LAKSAMAN MOTORS|N|C|L.S.A PATHIRANA||Wholesale Price|||||
|696|ELCA10697|GMK286|GMK286|100|Gampaha|DEWMI MOTORS|Y|C|A.C.C SILVAPULLA||Wholesale Price|||||
|697|ELCA10698|MTM083|MTM083|100|Matara|A.B.N TRANSPORT SERVICE|N|C|MR.A.B.R.D DE SILVA||Wholesale Price||Matara||101091295-7000|
|698|ELCA10699|COM108|COM108|100|Colombo|S.R.MOTORS|Y|C|MR.SARATH||Wholesale Price|R02 - Nugegoda|Mulleriyawa|||
|699|ELCA10700|RPL007|RPL007|100|Ratnapura|PATHMA MOTOR STORES|N|C|MR.THARINDU||Wholesale Price||Lellupitiya|||
|700|ELCA10701|||100|Kurunegala|S.L.T.B KURUNEGALA SOUTH DEPOT|Y|C|||Wholesale Price||Kurunegala||409006671-7000|
|701|ELCA10702|||100|Gampaha|HEAVY VEHICLE MOTORS (PVT) LIMITED|Y|C|MR.K RAMINDA||Wholesale Price|R05 - Kaduwela|Kelaniya|||
